NEMETSCHEK SE;DE0006452907;NEM GR EQUITY;EUR;8,45;GERMANY;Technologies de l'information;Logiciels et services;Moad;30;30;14,84;12,06;21,88;5,00;3,00;5,00;4,33;0,07;2,60;26,23;4,00;5,00;4,00;4,33;2,63;66,07;15,51;2,00;1,00;4,00;2,33;3,83;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;73,14;-;-26,03%;18,8%;-;#N/A Invalid Security;-;50,95;73,98;14,6%;21,1%;DAX INDEX;-4,9%;6,9%;70,00;-4,3%;58,8%;NOT RATED;3,0;0;1;1;1;0;59,7;59,5;62,9;67,4;69,8;70,7;2,44;0,30;1,22;2,59;80,4;BBB;NR;Green;;;
QUADIENT SA;FR0000120560;QDT FP EQUITY;EUR;0,85;FRANCE;Technologies de l'information;Matériel et équipement liés;Moad;273;273;-2,35;0,85;9,32;2,00;1,00;3,00;2,00;2,46;41,31;3,27;2,00;3,00;2,00;2,33;32,91;10,26;0,65;5,00;5,00;5,00;5,00;2,83;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;24,56;-;-21,73%;30,0%;-;#N/A Invalid Security;-;9,62;26,88;90,5%;56,1%;CAC INDEX;60,0%;37,8%;27,00;9,9%;71,4%;BUY;2,0;0;0;1;1;0;19,3;22,8;24,1;25,1;24,8;24,5;0,06;-0,15;3,72;1,60;48,5;AA;69,11;Green;Bonus;Bonus;Bonus
NESTE OYJ;FI0009013296;NESTE FH EQUITY;EUR;42,71;FINLAND;Energie;Energie;Louis;296;296;-2,25;11,67;9,70;2,00;3,00;3,00;2,67;0,27;7,88;15,15;4,00;4,00;4,00;4,00;2,83;30,18;5,83;2,00;2,00;2,00;2,00;2,83;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;EUR;55,64;-;-29,20%;26,2%;-;#N/A Invalid Security;-;37,63;64,74;34,6%;-5,9%;HEXP INDEX;-3,5%;-29,7%;57,00;2,4%;42,3%;SELL;3,0;0;1;1;1;0;53,4;51,5;53,2;52,9;53,5;53,5;0,23;0,19;0,73;1,10;59,4;AAA;69,87;Green;;;Bonus
NESTLE SA-REG;CH0038863350;NESN SW EQUITY;CHF;325,64;SWITZERLAND;Consommation de base;Produits alimentaires, boisson;Sophie;346;346;-1,85;3,59;17,47;2,00;1,00;4,00;2,33;1,68;66,07;25,03;3,00;2,00;4,00;3,00;3,48;25,19;7,44;2,00;2,00;4,00;2,67;2,58;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;CHF;115,62;-;-14,63%;10,1%;-;#N/A Invalid Security;-;95,00;117,48;3,9%;10,9%;SMI INDEX;-13,0%;-2,5%;124,00;7,2%;69,7%;BUY;1,0;0;0;0;1;0;106,0;109,4;113,7;115,6;115,5;115,6;0,40;-0,23;-0,11;4,92;44,7;AA;77,76;Orange;;Bonus;Malus
NETFLIX INC;US64110L1061;NFLX US EQUITY;USD;224,12;UNITED STATES;Services de communication;Médias et divertissement;Cédric;44;44;28,90;22,01;21,17;5,00;4,00;5,00;4,67;1,64;72,46;35,31;3,00;2,00;5,00;3,33;1,07;42,83;13,46;1,00;1,00;4,00;2,00;3,67;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;505,8;-;-17,29%;21,4%;-;#N/A Invalid Security;-;458,60;593,29;5,9%;-6,5%;SPX INDEX;-29,8%;-23,3%;620,00;22,6%;73,9%;SELL;1,0;0;0;0;1;0;517,3;515,7;510,3;532,0;532,4;523,8;3,52;-3,73;-0,61;8,86;41,5;BB;35;Yellow;Bonus;;
NEXANS SA;FR0000044448;NEX FP EQUITY;EUR;3,50;FRANCE;Industrie;Biens d'investissement;Yann;331;331;-1,86;4,60;4,11;2,00;2,00;2,00;2,00;0,42;14,17;6,43;4,00;4,00;2,00;3,33;7,25;19,02;2,32;4,00;3,00;3,00;3,33;2,67;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;80,1;-;-17,89%;22,6%;-;#N/A Invalid Security;-;39,56;80,75;74,0%;35,2%;CAC INDEX;43,4%;16,9%;85,00;6,1%;58,3%;HOLD;1,0;0;0;0;1;0;64,7;72,9;74,6;77,9;78,8;78,3;1,30;-0,13;-1,37;1,76;59,4;BBB;NR;Green;;;
NEXITY;FR0010112524;NXI FP EQUITY;EUR;2,39;FRANCE;Immobilier;Immobilier;Jeremy;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;NR;20;20;9,80;4,26;4,00;4,00;4,00;6,79;3,00;3,00;1,28;2,00;2,00;3,25;Opportuniste;EUR;42,68;-;-25,02%;19,1%;-;#N/A Invalid Security;-;22,04;46,96;54,7%;20,4%;CAC INDEX;24,2%;2,1%;50,00;17,2%;62,5%;BUY;2,0;0;0;1;1;0;38,4;43,2;42,8;42,4;42,6;42,4;-0,03;0,06;7,67;2,91;50,9;A;75,83;Green;;Bonus;Bonus
NEXT PLC;GB0032089863;NXT LN EQUITY;GBp;1071,57;BRITAIN;Consommation discrétionnaire;Vente au détail;Bruno;136;136;-4,30;31,02;12,53;1,00;5,00;4,00;3,33;2,40;228,19;52,01;2,00;1,00;5,00;2,67;4,35;14,85;8,11;3,00;4,00;4,00;3,67;3,25;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;GBp;8080;-;-12,72%;32,7%;-;#N/A Invalid Security;-;5028,00;8404,00;56,5%;14,0%;UKX INDEX;43,5%;5,4%;8500,00;5,2%;50,0%;HOLD;2,0;0;0;1;1;0;7471,4;7923,7;7956,5;7796,1;7685,8;7627,2;-73,56;15,43;4,60;527,92;56,3;AA;51,72;Yellow;;;Bonus
NH HOTEL GROUP S;ES0161560018;NHH SM EQUITY;EUR;1,46;SPAIN;Consommation discrétionnaire;Services consommateurs;Bruno;360;360;-19,46;282,02;-135,01;1,00;5,00;1,00;2,33;-21,03;412,76;-55,57;5,00;1,00;1,00;2,33; ; ;2,25;5,00;1,00;3,00;3,00;2,50;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;3,735;-;-29,04%;42,4%;-;#N/A Invalid Security;-;2,10;4,35;26,6%;8,6%;IBEX INDEX;8,3%;0,4%;4,07;9,1%;44,4%;NOT RATED;1,0;0;0;1;0;0;3,6;3,9;3,8;3,6;3,6;3,6;-0,06;0,01;28,28;-0,07;47,4;AA;NR;Green;;;Bonus
NN GROUP;NL0010773842;NN NA EQUITY;EUR;13,13;NETHERLANDS;Finance;Assurance;Chantal;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;NR;20;20;0,66;-5,05;2,00;3,00;2,50;5,64;3,00;3,00;0,33;5,00;5,00;3,25;Core;EUR;41,28;-;-11,81%;17,6%;-;#N/A Invalid Security;-;28,92;44,00;28,2%;16,2%;AEX INDEX;-1,5%;-3,5%;44,00;6,6%;60,0%;NOT RATED;2,0;0;0;1;1;0;38,0;41,3;41,1;40,5;40,8;40,6;-0,03;0,08;1,59;2,69;54,4;AA;NR;Green;;;Bonus
NOKIA OYJ;FI0009000681;NOKIA FH EQUITY;EUR;27,98;FINLAND;Technologies de l'information;Matériel et équipement liés;Moad;303;303;-1,82;-0,19;6,47;2,00;1,00;2,00;1,67;-1,12;-20,60;-13,87;5,00;5,00;1,00;3,67;12,78;17,93;1,90;5,00;3,00;4,00;4,00;2,75;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;4,946;-;-35,10%;36,2%;-;#N/A Invalid Security;-;2,70;5,10;29,8%;57,0%;HEXP INDEX;-8,3%;33,2%;5,10;3,1%;57,6%;BUY;3,0;0;1;1;1;0;3,7;4,0;4,5;4,7;4,9;4,9;0,15;0,01;9,90;1,18;61,3;AA;76,93;Green;;Bonus;Bonus
NORDEX SE;DE000A0D6554;NDX1 GR EQUITY;EUR;2,56;GERMANY;Industrie;Biens d'investissement;Yann;389;389;18,35;1,38;-1,34;5,00;1,00;1,00;2,33;1,30;17,14;-20,90;3,00;4,00;1,00;2,67;-15,25;38,68;2,12;1,00;1,00;4,00;2,00;2,33;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;16,03;-;-40,10%;53,3%;-;#N/A Invalid Security;-;8,15;27,38;73,4%;-22,8%;DAX INDEX;53,9%;-37,0%;23,00;43,5%;61,5%;BUY;0,0;0;0;0;0;0;19,1;19,6;17,3;17,3;16,6;16,2;-0,40;-0,11;-37,36;-2,74;45,0;A;NR;Green;;Bonus;Bonus
NORMA GROUP SE;DE000A1H8BV3;NOEJ GR EQUITY;EUR;1,41;GERMANY;Industrie;Biens d'investissement;Yann;340;340;-1,79;12,76;3,25;2,00;3,00;2,00;2,33;3,05;53,31;2,37;2,00;3,00;2,00;2,33;6,03;14,65;2,01;3,00;4,00;4,00;3,67;2,67;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;44,12;-;-15,17%;26,3%;-;#N/A Invalid Security;-;23,24;49,36;75,5%;5,3%;DAX INDEX;56,0%;-8,8%;49,00;11,1%;50,0%;NOT RATED;2,0;0;0;1;1;0;40,4;43,9;44,9;44,1;43,9;43,0;-0,45;-0,14;3,00;2,88;41,3;AA;NR;Green;;;Bonus
NOVO NORDISK-B;DK0060534915;NOVOB DC EQUITY;DKK;1314,62;DENMARK;Soins de santé;Sciences pharmaceutiques, biot;Thomas;22;22;4,42;10,16;41,62;4,00;3,00;5,00;4,00;0,03;3,40;75,94;5,00;4,00;5,00;4,67;4,76;26,93;17,53;3,00;2,00;4,00;3,00;3,92;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;DKK;568,3;-;-11,89%;10,5%;-;#N/A Invalid Security;-;400,20;569,80;31,4%;33,2%;OMXC25 INDEX;0,1%;18,4%;510,00;-10,3%;44,4%;SELL;3,0;0;1;1;1;0;457,3;479,3;514,7;540,0;551,8;557,1;13,39;0,52;0,19;37,34;81,4;AAA;80,22;Yellow;;;Bonus
OBRASCON HUARTE;ES0142090317;OHL SM EQUITY;EUR;-;SPAIN;Industrie;Biens d'investissement;Yann;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;NR;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;#N/A N/A;-;0,00%;-;-;#N/A Invalid Security;-;-;-;-;-;IBEX INDEX;-;-;0,80;-;40,0%;HOLD;2,0;0;1;0;1;0;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-29,81;0,16;#N/A N/A;BB;NR;Green;;;
OCCIDENTAL PETE;US6745991058;OXY US EQUITY;USD;24,60;UNITED STATES;Energie;Energie;Louis;177;177;15,00;38,20;-80,23;5,00;5,00;1,00;3,67;-7,29;190,22;-91,71;5,00;1,00;1,00;2,33;6,72; ;1,97;4,00;1,00;4,00;3,00;3,17;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;USD;26,52;-;-47,81%;63,0%;-;#N/A Invalid Security;-;8,52;33,50;57,6%;53,2%;SPX INDEX;21,9%;36,3%;33,50;26,3%;34,6%;BUY;2,0;0;0;1;1;0;22,5;27,5;28,2;29,5;27,6;26,1;-0,76;-0,52;97,06;5,39;43,5;BB;73,87;Yellow;;Bonus;
OMV AG;AT0000743059;OMV AV EQUITY;EUR;14,91;AUSTRIA;Energie;Energie;Louis;78;78;-4,58;60,51;10,29;1,00;5,00;3,00;3,00;1,84;43,14;18,31;3,00;3,00;4,00;3,33;8,25;7,21;0,95;4,00;5,00;5,00;4,67;3,50;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;EUR;45,63;-;-29,92%;28,8%;-;#N/A Invalid Security;-;18,63;51,84;52,8%;38,3%;ATX INDEX;2,7%;14,3%;53,00;16,2%;59,1%;BUY;2,0;0;0;1;1;0;38,3;45,5;48,0;47,3;46,2;45,4;-0,77;-0,24;10,96;6,36;42,3;AAA;72,76;Green;;Bonus;Bonus
ORACLE CORP;US68389X1054;ORCL US EQUITY;USD;246,25;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;164;164;0,94;5,33;37,58;3,00;2,00;5,00;3,33;2,23;679,69;158,81;2,00;1,00;5,00;2,67;5,93;18,93;56,03;3,00;3,00;4,00;3,33;3,17;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;88,17;-;-9,90%;31,0%;-;#N/A Invalid Security;-;53,66;91,20;58,2%;36,3%;SPX INDEX;22,5%;19,5%;80,00;-9,3%;18,5%;HOLD;2,0;0;1;0;1;0;69,0;77,3;81,6;84,3;88,0;88,7;2,55;0,50;-3,28;9,87;71,3;BBB;55;Orange;;;Malus
ORANGE;FR0000133308;ORA FP EQUITY;EUR;25,36;FRANCE;Services de communication;Services de télécommunicatio;Cédric;121;121;1,14;0,68;13,07;3,00;1,00;4,00;2,67;2,07;78,71;16,76;3,00;2,00;4,00;3,00;16,05;8,98;0,71;5,00;5,00;5,00;5,00;3,33;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;EUR;9,534;-;-19,78%;17,3%;-;#N/A Invalid Security;-;8,46;10,76;-10,2%;-0,1%;CAC INDEX;-40,7%;-18,4%;12,60;32,2%;64,5%;BUY;0,0;0;0;0;0;0;9,9;10,0;9,9;9,5;9,5;9,5;-0,13;0,01;-2,24;-0,34;39,8;A;NR;Orange;;Bonus;Malus
ORPEA;FR0000184798;ORP FP EQUITY;EUR;6,97;FRANCE;Soins de santé;Equipement et services de sant;Thomas;346;346;7,74;12,16;11,18;4,00;3,00;3,00;3,33; ;223,65;4,83;1,00;1,00;2,00;1,33;-6,38;26,02;1,81;1,00;2,00;4,00;2,33;2,58;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;107,8;-;-23,91%;27,3%;-;#N/A Invalid Security;-;83,30;119,80;-0,9%;0,2%;CAC INDEX;-31,4%;-18,1%;126,45;17,3%;69,2%;BUY;1,0;0;0;0;1;0;104,8;104,5;105,5;106,0;105,6;104,8;-0,05;-0,06;-4,91;4,71;54,5;A;NR;Green;;Bonus;Bonus
ORSTED A/S;DK0060094928;ORSTED DC EQUITY;DKK;400,71;DENMARK;Services aux collectivités;Services aux collectivités;Sophie;273;273;-3,02;18,85;8,15;2,00;4,00;3,00;3,00;1,09;13,40;14,68;4,00;4,00;4,00;4,00;-0,53;43,60;3,88;1,00;1,00;2,00;1,33;2,83;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;DKK;951,4;-;-37,61%;30,1%;-;#N/A Invalid Security;-;818,20;1400,50;3,9%;-23,5%;OMXC25 INDEX;-27,4%;-38,3%;1010,00;6,2%;46,7%;NOT RATED;3,0;1;1;1;0;0;1016,3;933,2;897,9;921,8;933,1;930,6;12,19;1,78;3,72;-123,02;61,1;AAA;NR;Green;;;Bonus
OTP BANK PLC;HU0000061726;OTP HB EQUITY;HUF;4436,60;HUNGARY;Finance;Banques;Chantal;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;NR;1;1;12,39;-14,44;5,00;NR;5,00;14,45;5,00;5,00;1,40;2,00;2,00;4,25;Core;HUF;15850;-;-20,36%;21,3%;-;#N/A Invalid Security;-;8870,00;17025,00;42,2%;18,6%;BUX INDEX;8,8%;5,8%;18500,00;16,7%;76,5%;HOLD;2,0;0;0;1;1;0;13547,6;14741,1;15999,0;16017,5;15918,0;15982,0;-29,80;-25,05;8,63;2653,05;47,7;A;58,65;Green;Bonus;;Bonus
OUTOKUMPU OYJ;FI0009002422;OUT1V FH EQUITY;EUR;2,48;FINLAND;Matériaux;Matériaux;Jeremy;303;303;-3,55;21,84;0,28;2,00;4,00;1,00;2,33;4,02;42,36;-2,25;1,00;3,00;1,00;1,67;10,47;8,34;0,78;4,00;5,00;5,00;4,67;2,75;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;5,442;-;-19,15%;34,1%;-;#N/A Invalid Security;-;2,06;5,82;126,8%;69,0%;HEXP INDEX;88,8%;45,2%;6,95;27,7%;64,7%;NOT RATED;2,0;0;0;1;1;0;4,0;5,0;5,0;5,3;5,3;5,3;0,09;-0,01;65,41;1,05;55,7;BBB;NR;Yellow;;;
METSO OUTOTEC OY;FI0009014575;MOCORP FH EQUITY;EUR;8,04;FINLAND;Industrie;Biens d'investissement;Yann;59;59;52,61;14,30;7,88;5,00;3,00;3,00;3,67;1,27;32,10;16,72;3,00;4,00;4,00;3,67;6,70;17,64;3,23;4,00;3,00;3,00;3,33;3,58;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;9,71;-;-15,11%;30,3%;-;#N/A Invalid Security;-;4,97;10,43;91,3%;18,8%;HEXP INDEX;53,2%;-5,0%;11,25;15,9%;90,5%;BUY;1,0;0;0;0;1;0;8,6;9,6;9,7;9,7;9,6;9,4;-0,07;-0,04;-0,17;0,60;47,8;AAA;NR;Green;Bonus;Bonus;Bonus
PARAGON BANKING;GB00B2NGPM57;PAG LN EQUITY;GBp;135,88;BRITAIN;Finance;Banques;Chantal;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;NR;37;37;6,17;-31,20;4,00;1,00;2,50;10,41;4,00;4,00;0,90;3,00;3,00;3,00;Core;GBp;536;-;-19,58%;29,6%;-;#N/A Invalid Security;-;287,20;576,00;46,8%;9,7%;UKX INDEX;33,8%;1,1%;615,00;14,7%;73,3%;BUY;2,0;0;0;1;1;0;456,6;492,0;518,2;525,3;525,1;515,9;-0,45;-2,26;8,20;93,23;51,6;AA;58,22;Green;Bonus;Bonus;Bonus
PARTNERS GROUP J;CH0024608827;PGHN SW EQUITY;CHF;40,85;SWITZERLAND;Finance;Services financiers diversifi;Chantal;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;NR;96;96;5,59;21,27;3,00;1,00;2,00;35,28;5,00;5,00;14,56;0,00;0,00;2,25;Core;CHF;1531,5;-;-10,80%;20,6%;-;#N/A Invalid Security;-;808,00;1531,50;70,3%;47,3%;SMI INDEX;53,4%;33,9%;1488,00;-2,8%;58,8%;HOLD;3,0;0;1;1;1;0;1149,1;1308,6;1384,9;1434,5;1452,8;1466,3;25,61;4,06;7,05;243,80;69,6;A;NR;Green;;;Bonus
PAYPAL HOLDINGS;US70450Y1038;PYPL US EQUITY;USD;358,93;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;17;17;17,91;26,61;17,20;5,00;4,00;4,00;4,33;-0,64;-17,35;29,46;5,00;5,00;5,00;5,00;1,87;54,54;12,69;2,00;1,00;4,00;2,33;4,00;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;306,405;-;-25,82%;18,7%;-;#N/A Invalid Security;-;169,08;309,14;76,2%;30,8%;SPX INDEX;40,5%;14,0%;327,50;6,9%;88,5%;NOT RATED;2,0;0;0;1;1;0;245,9;264,6;275,7;296,0;299,5;298,6;6,54;-0,66;3,29;11,56;68,2;A;NR;Green;Bonus;;Bonus
PEARSON PLC;GB0006776081;PSON LN EQUITY;GBp;646,73;BRITAIN;Services de communication;Médias et divertissement;Cédric;360;360;-9,00;3,74;11,95;1,00;1,00;3,00;1,67;0,52;9,10;7,35;4,00;4,00;2,00;3,33;6,93;22,39;1,38;4,00;2,00;4,00;3,33;2,50;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;GBp;854,4;-;-22,66%;17,2%;-;#N/A Invalid Security;-;478,90;909,00;55,3%;25,6%;UKX INDEX;42,3%;16,9%;816,00;-4,5%;23,5%;HOLD;1,0;0;0;0;1;0;738,6;820,1;839,3;827,8;825,6;830,0;-1,75;2,49;-1,98;71,76;59,7;A;58,82;Green;;;Bonus
PENNON GRP PLC;GB00B18V8630;PNN LN EQUITY;GBp;352,06;BRITAIN;Services aux collectivités;Services aux collectivités;Sophie;59;59;-18,67;16,97;30,51;1,00;4,00;5,00;3,33;-0,21;-2,15;80,10;5,00;5,00;5,00;5,00;0,60;20,43;1,60;1,00;3,00;4,00;2,67;3,58;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;GBp;1249;-;-20,54%;112,2%;-;#N/A Invalid Security;-;880,57;1291,00;15,0%;27,6%;UKX INDEX;2,0%;18,9%;1130,00;-9,5%;7,7%;HOLD;2,0;0;1;1;0;0;1046,1;1091,1;1157,2;1208,0;1232,7;1253,4;27,95;2,92;51,18;-395,05;62,8;AA;NR;Green;;;Bonus
PERNOD RICARD SA;FR0000120693;RI FP EQUITY;EUR;48,76;FRANCE;Consommation de base;Produits alimentaires, boisson;Sophie;346;346;-1,97;19,27;11,01;2,00;4,00;3,00;3,00;6,55;54,93;1,75;1,00;3,00;2,00;2,00;2,63;27,24;3,04;2,00;2,00;3,00;2,33;2,58;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;EUR;186,25;-;-11,80%;16,4%;-;#N/A Invalid Security;-;131,65;190,60;29,4%;18,8%;CAC INDEX;-1,1%;0,5%;195,00;4,7%;48,1%;HOLD;2,0;0;0;1;1;0;164,5;173,8;181,4;184,1;182,6;182,5;0,31;-0,34;1,70;14,21;53,4;AA;72,39;Green;;;Bonus
PIRELLI E C SPA;IT0005278236;PIRC IM EQUITY;EUR;5,06;ITALY;Consommation discrétionnaire;Automobiles et composants auto;Yann;360;360;-6,55;12,16;5,08;1,00;3,00;2,00;2,00;5,82;92,80;0,70;1,00;2,00;2,00;1,67;11,00;11,94;0,94;4,00;4,00;5,00;4,33;2,50;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;5,062;-;-15,96%;24,5%;-;#N/A Invalid Security;-;3,31;5,32;33,9%;14,2%;FTSEMIB INDEX;11,0%;1,2%;5,00;-1,2%;38,1%;NOT RATED;2,0;0;0;1;1;0;4,6;4,9;4,9;4,9;4,9;4,9;-0,02;0,00;1,29;0,07;51,3;AA;NR;Green;;;Bonus
PKOBP;PLPKO0000016;PKO PW EQUITY;PLN;46,30;POLAND;Finance;Banques;Chantal;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;NR;96;96;2,10;-9,70;3,00;3,00;3,00;-4,53;1,00;1,00;0,99;2,00;2,00;2,25;Core;PLN;37,17;-;-19,09%;28,6%;-;#N/A Invalid Security;-;18,21;41,44;59,8%;29,4%;WIG20 INDEX;36,7%;16,5%;42,65;14,7%;61,1%;BUY;2,0;0;0;1;1;0;31,2;35,6;38,4;37,9;37,2;37,2;-0,44;-0,04;18,65;5,69;46,4;BBB;54,72;Green;;Bonus;
PLASTIC OMNIUM;FR0000124570;POM FP EQUITY;EUR;3,86;FRANCE;Consommation discrétionnaire;Automobiles et composants auto;Yann;223;223;4,38;20,05;-3,28;4,00;4,00;1,00;3,00;3,01;43,25;-12,20;2,00;3,00;1,00;2,00;4,64;10,67;1,65;3,00;5,00;4,00;4,00;3,00;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;26,24;-;-26,26%;32,4%;-;#N/A Invalid Security;-;16,81;34,66;36,7%;-7,0%;CAC INDEX;6,1%;-25,3%;32,50;23,9%;40,0%;NOT RATED;1,0;0;0;0;1;0;28,2;28,8;27,3;26,3;25,9;25,6;-0,48;0,01;-1,91;0,10;44,7;AA;NR;Green;;;Bonus
PKN ORLEN;PLPKN0000018;PKN PW EQUITY;PLN;29,54;POLAND;Energie;Energie;Louis;78;78;-2,03;29,01;9,16;2,00;5,00;3,00;3,33;1,40;40,89;17,62;3,00;3,00;4,00;3,33;3,72;7,77;0,54;2,00;5,00;5,00;4,00;3,50;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;PLN;69,24;-;-34,73%;25,0%;-;#N/A Invalid Security;-;37,20;84,24;20,2%;20,0%;WIG20 INDEX;-2,9%;7,0%;74,00;6,9%;29,4%;HOLD;2,0;0;0;0;1;1;62,7;71,7;77,5;75,0;73,1;71,5;-1,90;-0,67;-1,00;10,52;28,5;A;57,46;Green;;;Bonus
POSTNL NV;NL0009739416;PNL NA EQUITY;EUR;2,37;NETHERLANDS;Industrie;Transport;Thomas;44;44;6,26;0,97;12,60;4,00;1,00;4,00;3,00;0,26;41,94; ;4,00;3,00;5,00;4,00;12,97;11,02;7,40;5,00;5,00;4,00;4,67;3,67;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;4,672;-;-15,98%;20,8%;-;#N/A Invalid Security;-;2,01;5,00;128,1%;67,5%;AEX INDEX;98,4%;47,7%;5,10;9,2%;80,0%;NOT RATED;2,0;0;0;1;1;0;3,7;4,4;4,6;4,6;4,6;4,6;0,00;-0,01;4,39;1,05;50,7;AAA;NR;Green;Bonus;;Bonus
PPG INDS INC;US6935061076;PPG US EQUITY;USD;38,37;UNITED STATES;Matériaux;Matériaux;Jeremy;296;296;-1,97;11,23;13,82;2,00;3,00;4,00;3,00;2,25;101,29;22,61;2,00;2,00;4,00;2,67;5,39;18,30;4,99;3,00;3,00;2,00;2,67;2,83;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;161,76;-;-13,08%;23,1%;-;#N/A Invalid Security;-;105,94;182,97;46,0%;12,2%;SPX INDEX;10,3%;-4,7%;184,00;13,7%;69,2%;BUY;1,0;0;0;0;1;0;153,0;165,6;173,5;168,2;167,0;162,9;-2,88;-1,03;-1,92;3,80;33,5;AA;NR;Green;;Bonus;Bonus
PROXIMUS;BE0003810273;PROX BB EQUITY;EUR;5,72;BELGIUM;Services de communication;Services de télécommunicatio;Cédric;223;223;-1,86;0,29;13,95;2,00;1,00;4,00;2,33;1,44;92,29;17,94;3,00;2,00;4,00;3,00;8,05;10,76;1,80;4,00;5,00;4,00;4,33;3,00;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;16,935;-;-14,97%;16,9%;-;#N/A Invalid Security;-;15,01;19,16;-6,1%;4,5%;BEL20 INDEX;-27,4%;-12,5%;17,50;3,3%;13,0%;HOLD;1,0;1;0;0;0;0;17,2;17,4;16,9;16,6;16,8;16,8;-0,02;0,06;-0,50;-0,81;54,7;A;59,57;Green;;;Bonus
PRUDENTIAL PLC;GB0007099541;PRU LN EQUITY;GBp;3549,38;BRITAIN;Finance;Assurance;Chantal;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;NR;77;77;17,78;22,72;5,00;1,00;3,00;10,50;4,00;4,00;2,26;0,00;0,00;2,50;Core;GBp;1360,5;-;-27,24%;30,2%;-;#N/A Invalid Security;-;926,20;1598,50;13,1%;1,0%;UKX INDEX;0,1%;-7,6%;1660,00;22,0%;68,4%;HOLD;0,0;0;0;0;0;0;1375,2;1487,2;1439,8;1375,5;1353,4;1341,8;-29,46;1,23;-5,75;-14,10;43,7;A;67,25;Green;;;Bonus
