Ticker ;ISIN;Valeurs;Catégorie;Pays;Secteur;Industrie;Responsable;Devise;Cours actuel;Capitalisation (EUR Mds.);YTD absolu (LC);Target consensus;Potentiel Consensus;Date d'entrée;Performance réalisée depuis l'entrée;Score fondamental;Score technique;Total;Consensus analystes;Achat SG;ESG;DJ 30;S&P 500;STOXX 600;SBF 120;CAC 40;CAC PME;SL CORE;SL SATELLITE
SCHW US EQUITY;US8085131055;SCHWAB (CHARLES);Core;UNITED STATES;Finance;Services financiers diversifi;Chantal;USD;71,93;135,80;35,6%;83,50;16,1%;-;-;2,25;2,00;2,19;;;;NON;OUI;NON;NON;NON;NON;NON;NON
CCI US EQUITY;US22822V1017;CROWN CASTLE INT;Core;UNITED STATES;Immobilier;Immobilier;Jeremy;USD;194,80;84,19;22,4%;199,50;2,4%;-;-;2,25;2,00;2,19;;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
AC FP EQUITY;FR0000120404;ACCOR SA;Opportuniste;FRANCE;Consommation discrétionnaire;Services consommateurs;Bruno;EUR;28,98;7,59;-2,1%;36,25;25,1%;-;-;2,50;1,00;2,13;;Bonus;Bonus;NON;NON;OUI;OUI;NON;NON;NON;NON
CNA LN EQUITY;GB00B033F229;CENTRICA PLC;Core;BRITAIN;Services aux collectivités;Services aux collectivités;Sophie;GBp;49,21;289,38;5,6%;62,50;27,0%;-;-;2,83;0,00;2,13;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
CON GR EQUITY;DE0005439004;CONTINENTAL AG;Core;GERMANY;Consommation discrétionnaire;Automobiles et composants auto;Yann;EUR;114,08;22,81;-5,9%;126,00;10,4%;-;-;2,50;1,00;2,13;;;;NON;NON;OUI;NON;NON;NON;NON;NON
DB1 GR EQUITY;DE0005810055;DEUTSCHE BOERSE;Core;GERMANY;Finance;Services financiers diversifi;Chantal;EUR;143,15;27,20;2,8%;160,25;11,9%;-;-;2,50;1,00;2,13;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
HNR1 GR EQUITY;DE0008402215;HANNOVER RUECK S;Core;GERMANY;Finance;Assurance;Chantal;EUR;149,65;18,05;14,9%;165,00;10,3%;-;-;2,50;1,00;2,13;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
DEC FP EQUITY;FR0000077919;JCDECAUX SA;Opportuniste;FRANCE;Services de communication;Médias et divertissement;Cédric;EUR;22,40;4,76;20,2%;23,85;6,5%;-;-;2,17;2,00;2,13;;;Bonus;NON;NON;NON;OUI;NON;NON;NON;NON
KOF FP EQUITY;FR0004007813;KAUFMAN & BROAD;Opportuniste;FRANCE;Consommation discrétionnaire;Biens de consommation durables;Bruno;EUR;38,35;0,83;4,8%;48,00;25,2%;-;-;2,83;0,00;2,13;Bonus;Bonus;Bonus;NON;NON;NON;NON;NON;OUI;NON;NON
RKT LN EQUITY;GB00B24CGK77;RECKITT BENCKISE;Core;BRITAIN;Consommation de base;Produits domestiques et de soi;Sophie;GBp;5652,00;4038,89;-13,6%;7250,00;28,3%;-;-;2,83;0,00;2,13;Bonus;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
SCR FP EQUITY;FR0010411983;SCOR SE;Opportuniste;FRANCE;Finance;Assurance;Chantal;EUR;24,02;4,48;-9,1%;32,00;33,2%;-;-;2,50;1,00;2,13;Bonus;;;NON;NON;OUI;OUI;NON;NON;NON;NON
SW FP EQUITY;FR0000121220;SODEXO SA;Core;FRANCE;Consommation discrétionnaire;Services consommateurs;Bruno;EUR;71,92;10,60;3,9%;87,00;21,0%;-;-;2,17;2,00;2,13;;;;NON;NON;OUI;OUI;NON;NON;NON;NON
VPK NA EQUITY;NL0009432491;VOPAK;Opportuniste;NETHERLANDS;Energie;Energie;Louis;EUR;35,63;4,48;-17,1%;48,00;34,7%;-;-;2,83;0,00;2,13;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
BOSS GR EQUITY;DE000A1PHFF7;HUGO BOSS -ORD;Opportuniste;GERMANY;Consommation discrétionnaire;Biens de consommation durables;Bruno;EUR;50,80;3,58;86,1%;52,60;3,5%;-;-;2,17;2,00;2,13;;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
BT/A LN EQUITY;GB0030913577;BT GROUP PLC;Core;BRITAIN;Services de communication;Services de télécommunicatio;Cédric;GBp;174,20;1728,27;31,7%;200,00;14,8%;-;-;2,42;1,00;2,06;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
DIA SM EQUITY;ES0126775032;DISTRIBUIDORA IN;Opportuniste;SPAIN;Consommation de base;Vente au détail de produits a;Sophie;EUR;0,02;0,16;-54,8%;0,04;70,9%;-;-;2,42;1,00;2,06;;;;NON;NON;NON;NON;NON;NON;NON;NON
GALP PL EQUITY;PTGAL0AM0009;GALP ENERGIA;Opportuniste;PORTUGAL;Energie;Energie;Louis;EUR;8,40;6,97;-4,0%;11,50;36,9%;-;-;2,75;0,00;2,06;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
GET FP EQUITY;FR0010533075;GETLINK SE;Opportuniste;FRANCE;Industrie;Transport;Thomas;EUR;13,82;7,60;-2,5%;14,80;7,1%;-;-;2,08;2,00;2,06;;;Bonus;NON;NON;OUI;OUI;NON;OUI;NON;NON
NWG LN EQUITY;GB00B7T77214;NATWEST GROUP PL;Core;BRITAIN;Finance;Banques;Chantal;GBp;215,00;2487,94;28,2%;245,00;14,0%;-;-;1,75;3,00;2,06;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
SRS IM EQUITY;IT0000433307;SARAS SPA;Opportuniste;ITALY;Energie;Energie;Louis;EUR;0,65;0,61;8,8%;0,71;9,8%;-;-;2,08;2,00;2,06;;;;NON;NON;NON;NON;NON;NON;NON;NON
TIT IM EQUITY;IT0003497168;TELECOM ITALIA S;Opportuniste;ITALY;Services de communication;Services de télécommunicatio;Cédric;EUR;0,38;8,27;1,0%;0,52;37,8%;-;-;2,75;0,00;2,06;;;;NON;NON;OUI;NON;NON;NON;NON;NON
TITR IM EQUITY;IT0003497176;TELECOM ITAL-RSP;Opportuniste;ITALY;Services de communication;Services de télécommunicatio;Cédric;EUR;0,40;8,27;-5,0%;0,52;30,4%;-;-;2,75;0,00;2,06;;Bonus;;NON;NON;NON;NON;NON;NON;NON;NON
NDA SS EQUITY;FI4000297767;NORDEA BANK ABP;Core;FINLAND;Finance;Banques;Chantal;SEK;103,56;419,41;54,1%;110,00;6,2%;-;-;1,75;3,00;2,06;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
ISS DC EQUITY;DK0060542181;ISS A/S;Core;DENMARK;Industrie;Services commerciaux et profes;Yann;DKK;152,60;28,33;44,8%;150,00;-1,7%;-;-;1,75;3,00;2,06;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
MEL SM EQUITY;ES0176252718;MELIA HOTELS INT;Opportuniste;SPAIN;Consommation discrétionnaire;Services consommateurs;Bruno;EUR;5,92;1,31;3,6%;6,70;13,1%;-;-;2,08;2,00;2,06;;Bonus;;NON;NON;NON;NON;NON;NON;NON;NON
ACS SM EQUITY;ES0167050915;ACS;Opportuniste;SPAIN;Industrie;Biens d'investissement;Yann;EUR;22,84;7,10;-15,9%;31,30;37,0%;-;-;2,67;0,00;2,00;Bonus;;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
COFA FP EQUITY;FR0010667147;COFACE SA;Opportuniste;FRANCE;Finance;Assurance;Chantal;EUR;10,49;1,58;27,8%;12,00;14,4%;-;-;2,00;2,00;2,00;Bonus;;Bonus;NON;NON;NON;OUI;NON;NON;NON;NON
PEUG FP EQUITY;FR0000064784;PEUGEOT INVEST;Opportuniste;FRANCE;Finance;Services financiers diversifi;Chantal;EUR;119,00;2,97;25,8%;140,00;17,6%;-;-;2,00;2,00;2,00;Bonus;;;NON;NON;NON;NON;NON;NON;NON;NON
HEIA NA EQUITY;NL0000009165;HEINEKEN NV;Core;NETHERLANDS;Consommation de base;Produits alimentaires, boisson;Sophie;EUR;95,00;54,73;4,1%;104,00;9,5%;-;-;2,00;2,00;2,00;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
NDX1 GR EQUITY;DE000A0D6554;NORDEX SE;Opportuniste;GERMANY;Industrie;Biens d'investissement;Yann;EUR;16,97;2,72;-18,3%;23,00;35,5%;-;-;2,33;1,00;2,00;;Bonus;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
SMIN LN EQUITY;GB00B1WY2338;SMITHS GRP PLC;Core;BRITAIN;Industrie;Biens d'investissement;Yann;GBp;1445,00;572,76;-4,0%;1775,00;22,8%;-;-;2,33;1,00;2,00;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
DIS US EQUITY;US2546871060;WALT DISNEY CO;Core;UNITED STATES;Services de communication;Médias et divertissement;Cédric;USD;177,13;321,83;-2,2%;212,50;20,0%;-;-;2,67;0,00;2,00;Bonus;;Bonus;OUI;OUI;NON;NON;NON;NON;NON;NON
AXP US EQUITY;US0258161092;AMERICAN EXPRESS;Core;UNITED STATES;Finance;Services financiers diversifi;Chantal;USD;171,36;136,13;41,7%;185,50;8,3%;-;-;2,00;2,00;2,00;;;Bonus;OUI;OUI;NON;NON;NON;NON;NON;NON
GE US EQUITY;US3696041033;GENERAL ELECTRIC;Core;UNITED STATES;Industrie;Biens d'investissement;Yann;USD;104,52;114,73;21,0%;128,00;22,5%;-;-;2,00;2,00;2,00;;;Malus;NON;NON;NON;NON;NON;NON;NON;NON
BAM/A CN EQUITY;CA1125851040;BROOKFIELD ASS-A;Core;CANADA;Finance;Services financiers diversifi;Chantal;CAD;71,23;112,40;36,4%;68,29;-4,1%;-;-;2,00;2,00;2,00;Bonus;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
CME US EQUITY;US12572Q1058;CME GROUP INC;Core;UNITED STATES;Finance;Services financiers diversifi;Chantal;USD;209,84;75,36;15,3%;220,00;4,8%;-;-;2,00;2,00;2,00;;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
ALV GR EQUITY;DE0008404005;ALLIANZ SE-REG;Core;GERMANY;Finance;Assurance;Chantal;EUR;198,98;82,05;-0,9%;232,50;16,8%;-;-;2,25;1,00;1,94;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
CPG LN EQUITY;GB00BD6K4575;COMPASS GROUP;Core;BRITAIN;Consommation discrétionnaire;Services consommateurs;Bruno;GBp;1506,50;2687,64;10,5%;1615,00;7,2%;-;-;2,25;1,00;1,94;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
LHA GR EQUITY;DE0008232125;DEUTSCHE LUFT-RG;Opportuniste;GERMANY;Industrie;Transport;Thomas;EUR;9,36;5,59;-13,4%;8,50;-9,2%;-;-;2,25;1,00;1,94;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
EDP PL EQUITY;PTEDP0AM0009;EDP;Core;PORTUGAL;Services aux collectivités;Services aux collectivités;Sophie;EUR;4,51;17,89;-12,5%;5,60;24,1%;-;-;2,58;0,00;1,94;Bonus;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
EO FP EQUITY;FR0000121147;FAURECIA;Opportuniste;FRANCE;Consommation discrétionnaire;Automobiles et composants auto;Yann;EUR;37,03;5,11;-11,6%;55,00;48,5%;-;-;2,58;0,00;1,94;Bonus;Bonus;;NON;NON;OUI;OUI;NON;NON;NON;NON
MMB FP EQUITY;FR0000130213;LAGARDERE SA;Opportuniste;FRANCE;Services de communication;Médias et divertissement;Cédric;EUR;23,00;3,25;12,3%;25,30;10,0%;-;-;1,58;3,00;1,94;;Bonus;Malus;NON;NON;NON;OUI;NON;NON;NON;NON
ORP FP EQUITY;FR0000184798;ORPEA;Opportuniste;FRANCE;Soins de santé;Equipement et services de sant;Thomas;EUR;103,25;6,67;-4,0%;129,50;25,4%;22/04/2020;5,78%;2,58;0,00;1,94;;Bonus;Bonus;NON;NON;OUI;OUI;NON;NON;OUI;NON
TELIA SS EQUITY;SE0000667925;TELIA CO AB;Core;SWEDEN;Services de communication;Services de télécommunicatio;Cédric;SEK;37,48;153,24;10,4%;38,20;1,9%;-;-;2,25;1,00;1,94;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
MGGT LN EQUITY;GB0005758098;MEGGITT PLC;Opportuniste;BRITAIN;Industrie;Biens d'investissement;Yann;GBp;716,60;559,93;53,6%;800,00;11,6%;-;-;1,92;2,00;1,94;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
TSCO LN EQUITY;GB00BLGZ9862;TESCO PLC;Core;BRITAIN;Consommation de base;Vente au détail de produits a;Sophie;GBp;232,70;1799,17;0,7%;297,50;27,8%;-;-;2,58;0,00;1,94;Bonus;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
AMS SM EQUITY;ES0109067019;AMADEUS IT GROUP;Core;SPAIN;Technologies de l'information;Logiciels et services;Moad;EUR;53,90;24,28;-9,5%;58,00;7,6%;-;-;2,17;1,00;1,88;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
ADL GR EQUITY;DE0005008007;ADLER REAL EST;Opportuniste;GERMANY;Immobilier;Immobilier;Jeremy;EUR;11,80;1,29;-9,0%;12,00;1,7%;-;-;2,50;0,00;1,88;;;;NON;NON;NON;NON;NON;NON;NON;NON
ADP FP EQUITY;FR0010340141;ADP;Core;FRANCE;Industrie;Transport;Thomas;EUR;103,35;10,23;-2,6%;100,00;-3,2%;-;-;2,17;1,00;1,88;;;Bonus;NON;NON;OUI;OUI;NON;NON;NON;NON
ATO FP EQUITY;FR0000051732;ATOS SE;Opportuniste;FRANCE;Technologies de l'information;Logiciels et services;Moad;EUR;44,48;4,89;-40,5%;50,00;12,4%;-;-;2,50;0,00;1,88;;Bonus;Bonus;NON;NON;OUI;OUI;OUI;NON;NON;NON
EZJ LN EQUITY;GB00B7KR2P84;EASYJET PLC;Opportuniste;BRITAIN;Industrie;Transport;Thomas;GBp;832,00;380,02;0,2%;1070,00;28,6%;-;-;2,17;1,00;1,88;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
PRU LN EQUITY;GB0007099541;PRUDENTIAL PLC;Core;BRITAIN;Finance;Assurance;Chantal;GBp;1423,00;3722,02;5,6%;1660,00;16,7%;-;-;2,50;0,00;1,88;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
CEC GR EQUITY;DE0007257503;CECONOMY AG;Opportuniste;GERMANY;Consommation discrétionnaire;Vente au détail;Bruno;EUR;4,10;1,48;-27,6%;5,25;28,0%;-;-;2,50;0,00;1,88;;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
ENR GR EQUITY;DE000ENER6Y0;SIEMENS ENERGY A;Opportuniste;GERMANY;Industrie;Biens d'investissement;Yann;EUR;23,92;17,38;-20,3%;32,00;33,8%;-;-;2,50;0,00;1,88;Bonus;Bonus;;NON;NON;OUI;NON;NON;NON;NON;NON
ENC SM EQUITY;ES0130625512;ENCE ENERGIA Y C;Opportuniste;SPAIN;Matériaux;Matériaux;Jeremy;EUR;2,57;0,63;-24,2%;3,95;53,5%;-;-;2,42;0,00;1,81;Bonus;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
SAN SM EQUITY;ES0113900J37;BANCO SANTANDER;Core;SPAIN;Finance;Banques;Chantal;EUR;3,22;55,81;27,9%;3,85;19,6%;-;-;1,75;2,00;1,81;Bonus;Bonus;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
RF FP EQUITY;FR0000121121;EURAZEO SE;Opportuniste;FRANCE;Finance;Services financiers diversifi;Chantal;EUR;87,15;6,90;57,0%;93,00;6,7%;-;-;1,75;2,00;1,81;Bonus;Bonus;Bonus;NON;NON;OUI;OUI;NON;NON;NON;NON
MRW LN EQUITY;GB0006043169;WM MORRISON SUP;Core;BRITAIN;Consommation de base;Vente au détail de produits a;Sophie;GBp;280,00;677,25;57,9%;254,00;-9,3%;-;-;2,08;1,00;1,81;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
CO FP EQUITY;FR0000125585;CASINO GUICHARD;Opportuniste;FRANCE;Consommation de base;Vente au détail de produits a;Sophie;EUR;24,29;2,63;-3,6%;26,05;7,2%;-;-;1,67;2,00;1,75;;Bonus;Bonus;NON;NON;NON;OUI;NON;NON;NON;NON
CBK GR EQUITY;DE000CBK1001;COMMERZBANK;Opportuniste;GERMANY;Finance;Banques;Chantal;EUR;5,39;6,75;2,3%;6,00;11,3%;-;-;2,00;1,00;1,75;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
FER SM EQUITY;ES0118900010;FERROVIAL SA;Core;SPAIN;Industrie;Biens d'investissement;Yann;EUR;24,79;18,30;9,7%;28,00;12,9%;-;-;1,67;2,00;1,75;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
LI FP EQUITY;FR0000121964;KLEPIERRE;Opportuniste;FRANCE;Immobilier;Immobilier;Jeremy;EUR;20,92;6,07;18,8%;20,00;-4,4%;-;-;2,00;1,00;1,75;;;Bonus;NON;NON;OUI;OUI;NON;NON;NON;NON
EQIX US EQUITY;US29444U7000;EQUINIX INC;Core;UNITED STATES;Immobilier;Immobilier;Jeremy;USD;820,15;73,61;14,8%;910,00;11,0%;-;-;2,00;1,00;1,75;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
SGRE SM EQUITY;ES0143416115;SIEMENS GAMESA R;Opportuniste;SPAIN;Industrie;Biens d'investissement;Yann;EUR;24,82;16,90;-25,0%;25,35;2,1%;-;-;2,33;0,00;1,75;;;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
AENA SM EQUITY;ES0105046009;AENA SME SA;Core;SPAIN;Industrie;Transport;Thomas;EUR;136,70;20,51;-3,9%;143,00;4,6%;-;-;1,83;1,00;1,63;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
IIA AV EQUITY;AT0000A21KS2;IMMOFINANZ AG;Opportuniste;AUSTRIA;Immobilier;Immobilier;Jeremy;EUR;20,58;2,54;21,3%;22,00;6,9%;-;-;1,50;2,00;1,63;;Bonus;;NON;NON;NON;NON;NON;NON;NON;NON
WHA NA EQUITY;NL0000289213;WERELDHAVE NV;Opportuniste;NETHERLANDS;Immobilier;Immobilier;Jeremy;EUR;14,23;0,57;32,2%;13,50;-5,1%;-;-;1,75;1,00;1,56;;;;NON;NON;NON;NON;NON;NON;NON;NON
ICAD FP EQUITY;FR0000035081;ICADE;Opportuniste;FRANCE;Immobilier;Immobilier;Jeremy;EUR;77,05;5,87;22,5%;75,00;-2,7%;-;-;1,00;3,00;1,50;;;Bonus;NON;NON;NON;OUI;NON;NON;NON;NON
DUFN SW EQUITY;CH0023405456;DUFRY AG-REG;Opportuniste;SWITZERLAND;Consommation discrétionnaire;Vente au détail;Bruno;CHF;47,41;4,30;-14,7%;57,00;20,2%;-;-;1,92;0,00;1,44;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
MF FP EQUITY;FR0000121204;WENDEL;Opportuniste;FRANCE;Finance;Services financiers diversifi;Chantal;EUR;121,40;5,43;23,9%;149,00;22,7%;-;-;0,75;3,00;1,31;Bonus;Bonus;Bonus;NON;NON;OUI;OUI;NON;NON;NON;NON
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
