Gender;Height (in);Height (cm)
Male;70,123761;178,114354
Male;69,064089;175,422785
Male;70,907737;180,105651
Male;66,754130;169,555490
Male;68,589359;174,216972
Male;70,973788;180,273421
Male;63,178597;160,473637
Male;69,903211;177,554156
Male;67,733721;172,043651
Male;71,092956;180,576109
Male;70,121796;178,109362
Male;65,788024;167,101581
Male;71,507242;181,628396
Male;71,715498;182,157365
Male;71,454411;181,494205
Male;69,385636;176,239515
Male;70,151265;178,184213
Male;72,109112;183,157145
Male;71,620286;181,915526
Male;69,207100;175,786033
Male;71,105627;180,608292
Male;67,068304;170,353492
Male;75,999957;193,039891
Male;67,986374;172,685389
Male;69,381346;176,228619
Male;71,423946;181,416824
Male;70,471397;178,997349
Male;71,859849;182,524016
Male;72,716166;184,699062
Male;72,921367;185,220273
Male;71,761747;182,274838
Male;74,669197;189,659760
Male;67,323714;171,002234
Male;70,555004;179,209710
Male;65,180937;165,559579
Male;69,731013;177,116774
Male;71,751423;182,248613
Male;68,970414;175,184852
Male;65,041221;165,204702
Male;70,020809;177,852856
Male;71,034829;180,428466
Male;72,871539;185,093708
Male;71,920222;182,677363
Male;73,967723;187,878016
Male;65,664518;166,787876
Male;70,857932;179,979147
Male;68,156589;173,117737
Male;67,177917;170,631908
Male;70,856950;179,976653
Male;63,810975;162,079875
Male;66,949591;170,051961
Male;70,280692;178,512958
Male;70,323493;178,621673
Male;70,566064;179,237802
Male;69,294168;176,007186
Male;74,389226;188,948633
Male;66,892315;169,906479
Male;73,621544;186,998722
Male;69,090563;175,490031
Male;67,542023;171,556738
Male;62,921949;159,821750
Male;68,850152;174,879387
Male;69,611783;176,813928
Male;69,515659;176,569773
Male;69,106917;175,531569
Male;66,822763;169,729819
Male;71,112144;180,624846
Male;67,761713;172,114751
Male;66,560741;169,064281
Male;67,102520;170,440400
Male;69,582111;176,738563
Male;72,280400;183,592217
Male;69,207666;175,787472
Male;69,026475;175,327245
Male;65,435059;166,205051
Male;68,465572;173,902552
Male;71,963015;182,786059
Male;73,759550;187,349258
Male;70,532513;179,152583
Male;69,013335;175,293871
Male;73,611985;186,974443
Male;68,491072;173,967323
Male;64,091613;162,792697
Male;67,972160;172,649286
Male;70,834554;179,919766
Male;71,647580;181,984853
Male;67,311499;170,971206
Male;68,243002;173,337225
Male;65,477225;166,312151
Male;70,711030;179,606017
Male;67,176115;170,627333
Male;67,749207;172,082985
Male;68,454904;173,875456
Male;72,300308;183,642782
Male;65,402875;166,123301
Male;65,642584;166,732164
Male;69,442421;176,383750
Male;67,998409;172,715960
Male;71,692766;182,099625
Male;73,603007;186,951637
Male;67,277198;170,884082
Male;72,124910;183,197271
Male;68,615812;174,284163
Male;65,227097;165,676826
Male;66,327517;168,471894
Male;70,077315;177,996380
Male;66,638269;169,261204
Male;72,972263;185,349549
Male;74,758752;189,887231
Male;65,848061;167,254075
Male;66,601283;169,167260
Male;68,237954;173,324404
Male;69,641465;176,889321
Male;65,252479;165,741297
Male;66,581999;169,118276
Male;68,256645;173,371877
Male;69,007390;175,278771
Male;70,064688;177,964309
Male;71,084804;180,555402
Male;71,104248;180,604789
Male;68,541042;174,094247
Male;69,020513;175,312103
Male;66,887819;169,895061
Male;68,886367;174,971372
Male;68,370843;173,661941
Male;66,209617;168,172428
Male;64,686691;164,304195
Male;67,992114;172,699969
Male;64,737089;164,432206
Male;70,080440;178,004318
Male;66,467041;168,826285
Male;72,174078;183,322159
Male;64,587256;164,051630
Male;74,401210;188,979072
Male;71,288844;181,073663
Male;65,379325;166,063485
Male;68,066378;172,888600
Male;64,699294;164,336208
Male;69,594826;176,770859
Male;72,425806;183,961547
Male;66,729916;169,493987
Male;68,671287;174,425070
Male;69,561297;176,685693
Male;72,771875;184,840562
Male;69,475608;176,468045
Male;69,419912;176,326577
Male;65,806063;167,147400
Male;71,680348;182,068083
Male;66,351742;168,533423
Male;66,468025;168,828783
Male;70,476505;179,010324
Male;68,103626;172,983211
Male;65,831654;167,212402
Male;69,195298;175,756058
Male;72,881092;185,117973
Male;67,778230;172,156704
Male;70,026049;177,866164
Male;71,350783;181,230988
Male;71,465702;181,522884
Male;69,212011;175,798508
Male;68,034731;172,808217
Male;71,967482;182,797404
Male;71,337821;181,198065
Male;72,394323;183,881582
Male;60,363312;153,322811
Male;70,464456;178,979719
Male;71,713675;182,152733
Male;70,542641;179,178308
Male;73,122006;185,729896
Male;62,063836;157,642143
Male;69,080577;175,464666
Male;71,510730;181,637254
Male;70,584684;179,285096
Male;65,031033;165,178825
Male;67,919279;172,514969
Male;68,890872;174,982815
Male;70,708075;179,598511
Male;64,577312;164,026373
Male;70,965986;180,253604
Male;68,795383;174,740272
Male;65,413281;166,149733
Male;65,206533;165,624594
Male;69,932710;177,629084
Male;66,901212;169,929078
Male;67,255894;170,829971
Male;68,506101;174,005496
Male;67,757361;172,103696
Male;66,389779;168,630038
Male;70,209137;178,331208
Male;68,701697;174,502310
Male;70,772165;179,761298
Male;74,955065;190,385865
Male;66,358137;168,549668
Male;66,076696;167,834807
Male;66,838853;169,770687
Male;72,165757;183,301022
Male;68,256356;173,371144
Male;69,445715;176,392116
Male;70,434750;178,904266
Male;72,390657;183,872269
Male;69,227081;175,836786
Male;67,104540;170,445532
Male;70,343999;178,673756
Male;72,385301;183,858664
Male;70,582610;179,279830
Male;67,403197;171,204120
Male;73,438772;186,534482
Male;67,201963;170,692986
Male;74,029869;188,035867
Male;68,902723;175,012917
Male;63,874972;162,242428
Male;68,073849;172,907577
Male;67,777168;172,154007
Male;69,518436;176,576828
Male;68,400867;173,738203
Male;68,883717;174,964640
Male;69,767846;177,210328
Male;65,716250;166,919275
Male;66,227479;168,217797
Male;62,773041;159,443525
Male;67,129287;170,508388
Male;69,895957;177,535732
Male;67,687531;171,926328
Male;69,604828;176,796262
Male;69,702258;177,043734
Male;67,435228;171,285478
Male;68,143078;173,083419
Male;70,490521;179,045924
Male;70,984071;180,299541
Male;71,242919;180,957013
Male;68,485725;173,953740
Male;69,285462;175,985075
Male;64,601046;164,086656
Male;68,701144;174,500905
Male;68,292647;173,463322
Male;65,713608;166,912565
Male;67,847749;172,333283
Male;67,407615;171,215342
Male;66,097576;167,887843
Male;67,612220;171,735038
Male;66,246099;168,265091
Male;67,727631;172,028183
Male;69,044211;175,372295
Male;78,462053;199,293614
Male;70,616243;179,365258
Male;70,404436;178,827269
Male;67,871767;172,394289
Male;70,850920;179,961337
Male;67,903340;172,474484
Male;74,724139;189,799313
Male;68,383307;173,693600
Male;75,753446;192,413752
Male;71,026543;180,407420
Male;70,752647;179,711723
Male;76,294184;193,787228
Male;69,601278;176,787246
Male;69,566693;176,699401
Male;69,580208;176,733729
Male;65,827787;167,202578
Male;67,796214;172,202385
Male;68,390109;173,710876
Male;64,922423;164,902955
Male;68,444562;173,849187
Male;72,673994;184,591944
Male;66,053964;167,777068
Male;61,310798;155,729428
Male;68,274581;173,417435
Male;75,263202;191,168532
Male;66,470246;168,834424
Male;66,525294;168,974247
Male;67,750330;172,085838
Male;71,775749;182,310402
Male;68,997440;175,253498
Male;68,305934;173,497071
Male;73,964493;187,869813
Male;68,751991;174,630056
Male;73,573284;186,876142
Male;66,928807;169,999170
Male;69,351788;176,153541
Male;67,017486;170,224415
Male;72,060592;183,033905
Male;67,877751;172,409488
Male;63,943276;162,415921
Male;66,120134;167,945141
Male;73,815246;187,490724
Male;64,755207;164,478225
Male;67,014718;170,217383
Male;70,878633;180,031728
Male;67,413152;171,229406
Male;66,934650;170,014012
Male;64,680231;164,287788
Male;67,321817;170,997415
Male;68,301022;173,484596
Male;73,803025;187,459682
Male;66,255225;168,288272
Male;67,705603;171,972232
Male;65,854205;167,269680
Male;71,806910;182,389552
Male;65,343203;165,971736
Male;67,968565;172,640156
Male;75,155410;190,894742
Male;63,408948;161,058728
Male;65,102052;165,359212
Male;67,726956;172,026469
Male;72,310635;183,669012
Male;69,443255;176,385868
Male;64,876803;164,787079
Male;66,975152;170,116886
Male;66,908837;169,948447
Male;68,127577;173,044045
Male;70,387925;178,785329
Male;70,505927;179,085056
Male;69,769568;177,214702
Male;68,407848;173,755934
Male;67,294018;170,926805
Male;68,225823;173,293590
Male;67,533540;171,535193
Male;74,406481;188,992463
Male;68,998447;175,256055
Male;68,342365;173,589607
Male;69,002165;175,265500
Male;64,833804;164,677862
Male;73,063293;185,580765
Male;71,601696;181,868309
Male;70,252253;178,440722
Male;71,015731;180,379957
Male;69,368577;176,196185
Male;64,125697;162,879269
Male;70,534578;179,157829
Male;63,399059;161,033610
Male;71,409717;181,380680
Male;69,877147;177,487954
Male;66,875363;169,863422
Male;71,250136;180,975346
Male;73,573972;186,877889
Male;68,167935;173,146555
Male;73,575083;186,880711
Male;69,895404;177,534326
Male;64,879418;164,793722
Male;72,033045;182,963933
Male;67,405755;171,210618
Male;67,629377;171,778616
Male;69,550376;176,657956
Male;66,304038;168,412256
Male;68,697461;174,491550
Male;70,554047;179,207279
Male;66,340100;168,503854
Male;68,368066;173,654888
Male;72,369934;183,819631
Male;67,192152;170,668065
Male;67,531657;171,530409
Male;68,618631;174,291323
Male;68,557951;174,137195
Male;70,300179;178,562455
Male;68,904851;175,018322
Male;69,382017;176,230324
Male;72,611327;184,432771
Male;67,565864;171,617294
Male;69,236401;175,860459
Male;70,062096;177,957724
Male;69,304978;176,034643
Male;74,687093;189,705215
Male;67,554198;171,587663
Male;67,047840;170,301513
Male;72,742209;184,765211
Male;68,356165;173,624660
Male;67,092217;170,414231
Male;74,209216;188,491409
Male;60,820271;154,483487
Male;69,633970;176,870283
Male;67,730611;172,035752
Male;69,790089;177,266827
Male;69,989953;177,774481
Male;64,437375;163,670933
Male;64,803542;164,600997
Male;69,559527;176,681199
Male;68,002604;172,726615
Male;70,491372;179,048086
Male;74,053846;188,096769
Male;71,813975;182,407497
Male;67,271615;170,869903
Male;67,591895;171,683412
Male;62,294695;158,228525
Male;71,954868;182,765364
Male;68,414820;173,773644
Male;69,565995;176,697627
Male;71,089062;180,566218
Male;72,128826;183,207217
Male;72,541327;184,254970
Male;64,729616;164,413223
Male;70,959489;180,237103
Male;70,732060;179,659433
Male;66,351541;168,532915
Male;70,678376;179,523075
Male;66,854879;169,811392
Male;70,172609;178,238428
Male;71,615001;181,902102
Male;70,242816;178,416753
Male;67,846160;172,329247
Male;72,088510;183,104816
Male;68,886895;174,972714
Male;69,735442;177,128023
Male;69,330347;176,099080
Male;68,560988;174,144908
Male;68,630797;174,322223
Male;74,093097;188,196467
Male;72,378675;183,841835
Male;68,415252;173,774739
Male;68,610922;174,271742
Male;65,056589;165,243735
Male;75,572439;191,953994
Male;70,340936;178,665979
Male;73,424510;186,498255
Male;73,279445;186,129790
Male;65,351889;165,993798
Male;74,686367;189,703372
Male;68,955280;175,146411
Male;69,726860;177,106224
Male;66,938626;170,024111
Male;73,995311;187,948090
Male;70,534202;179,156873
Male;72,771603;184,839871
Male;69,633162;176,868231
Male;69,750032;177,165082
Male;66,661103;169,319202
Male;68,875424;174,943577
Male;67,901809;172,470594
Male;71,970526;182,805136
Male;75,464993;191,681081
Male;63,664688;161,708306
Male;69,104803;175,526201
Male;71,052779;180,474058
Male;75,698618;192,274490
Male;71,140789;180,697603
Male;69,922810;177,603938
Male;67,780602;172,162728
Male;67,985975;172,684377
Male;70,761752;179,734851
Male;65,635997;166,715433
Male;73,853663;187,588303
Male;71,792022;182,351736
Male;62,168969;157,909182
Male;64,807189;164,610260
Male;62,758019;159,405369
Male;69,001498;175,263806
Male;69,719093;177,086497
Male;67,559301;171,600623
Male;73,278184;186,126586
Male;69,772757;177,222803
Male;70,886144;180,050807
Male;67,521117;171,503638
Male;71,052149;180,472457
Male;70,378539;178,761489
Male;70,798627;179,828512
Male;69,447210;176,395913
Male;65,090661;165,330280
Male;72,618409;184,450758
Male;68,968680;175,180446
Male;66,540789;169,013605
Male;75,819040;192,580362
Male;72,279517;183,589972
Male;66,854111;169,809441
Male;63,648144;161,666286
Male;68,379976;173,685139
Male;69,632939;176,867666
Male;72,704604;184,669695
Male;73,737928;187,294338
Male;65,934431;167,473454
Male;66,627750;169,234486
Male;68,469824;173,913353
Male;73,459184;186,586328
Male;63,183641;160,486448
Male;67,940578;172,569069
Male;74,709612;189,762416
Male;64,638374;164,181470
Male;71,198316;180,843723
Male;67,396020;171,185890
Male;67,367554;171,113586
Male;70,837159;179,926383
Male;68,515999;174,030638
Male;71,141048;180,698262
Male;67,198159;170,683324
Male;70,716750;179,620546
Male;69,184829;175,729467
Male;73,446187;186,553315
Male;71,649917;181,990789
Male;69,944986;177,660265
Male;74,697637;189,731998
Male;67,867665;172,383870
Male;71,690869;182,094807
Male;72,200887;183,390254
Male;68,098874;172,971139
Male;66,574887;169,100212
Male;70,190769;178,284554
Male;76,456578;194,199708
Male;66,141697;167,999911
Male;65,924741;167,448842
Male;71,848045;182,494034
Male;69,117657;175,558850
Male;73,358437;186,330429
Male;69,052628;175,393676
Male;71,865845;182,539247
Male;71,857487;182,518018
Male;60,798886;154,429169
Male;69,043867;175,371421
Male;68,308886;173,504571
Male;70,992735;180,321546
Male;71,942409;182,733719
Male;69,941554;177,651547
Male;71,912119;182,656782
Male;71,007888;180,360036
Male;72,281928;183,596098
Male;66,276138;168,341392
Male;68,248443;173,351045
Male;72,367492;183,813430
Male;67,495575;171,438761
Male;70,752198;179,710582
Male;71,668557;182,038135
Male;71,522964;181,668329
Male;66,079959;167,843096
Male;70,474161;179,004370
Male;70,950441;180,214121
Male;66,628435;169,236226
Male;65,264604;165,772095
Male;69,725207;177,102027
Male;71,853722;182,508454
Male;66,968936;170,101097
Male;69,230768;175,846150
Male;65,253671;165,744324
Male;72,695259;184,645957
Male;72,813907;184,947323
Male;66,577516;169,106890
Male;62,586972;158,970908
Male;67,767820;172,130263
Male;68,482708;173,946077
Male;67,728017;172,029164
Male;76,617546;194,608567
Male;73,575296;186,881251
Male;67,650844;171,833144
Male;69,754834;177,177279
Male;65,710600;166,904924
Male;68,768902;174,673012
Male;70,698896;179,575195
Male;69,208068;175,788492
Male;74,633827;189,569921
Male;70,354617;178,700727
Male;68,115672;173,013806
Male;71,096113;180,584127
Male;69,983137;177,757169
Male;65,271563;165,789769
Male;67,680084;171,907413
Male;74,067432;188,131276
Male;68,758993;174,647841
Male;69,252375;175,901032
Male;68,805935;174,767074
Male;67,745493;172,073552
Male;71,471387;181,537324
Male;70,655231;179,464286
Male;68,368980;173,657209
Male;71,469758;181,533186
Male;69,378037;176,220215
Male;74,458498;189,124584
Male;72,278556;183,587533
Male;73,074181;185,608419
Male;68,109215;172,997405
Male;67,427962;171,267022
Male;70,821431;179,886436
Male;67,240699;170,791375
Male;71,223627;180,908014
Male;65,796050;167,121967
Male;64,520847;163,882953
Male;67,477031;171,391659
Male;71,356628;181,245835
Male;68,176306;173,167818
Male;67,473099;171,381671
Male;65,656921;166,768578
Male;67,700358;171,958909
Male;62,208829;158,010425
Male;67,445081;171,310505
Male;69,579090;176,730889
Male;69,926241;177,612653
Male;68,861082;174,907147
Male;70,943500;180,196489
Male;71,574723;181,799797
Male;66,502899;168,917363
Male;69,011161;175,288348
Male;68,068495;172,893977
Male;70,419956;178,866689
Male;71,221828;180,903444
Male;70,185701;178,271681
Male;66,481597;168,863258
Male;70,389201;178,788570
Male;68,846310;174,869627
Male;69,566622;176,699221
Male;69,213874;175,803240
Male;71,678430;182,063213
Male;68,507815;174,009850
Male;70,059331;177,950701
Male;70,903744;180,095511
Male;67,114361;170,470477
Male;67,628484;171,776350
Male;70,987413;180,308030
Male;66,878516;169,871430
Male;68,477457;173,932740
Male;66,267056;168,318323
Male;65,774012;167,065991
Male;64,461346;163,731819
Male;65,854963;167,271605
Male;69,902756;177,553001
Male;69,134401;175,601377
Male;70,481624;179,023325
Male;73,507360;186,708694
Male;72,314775;183,679530
Male;73,748751;187,321828
Male;73,541184;186,794608
Male;63,094483;160,259987
Male;72,267087;183,558401
Male;71,119088;180,642482
Male;72,005709;182,894502
Male;66,703480;169,426838
Male;63,571411;161,471385
Male;70,698012;179,572951
Male;75,682808;192,234332
Male;68,162147;173,131852
Male;70,225252;178,372140
Male;71,565256;181,775751
Male;71,657660;182,010455
Male;74,670435;189,662904
Male;66,805026;169,684765
Male;68,024569;172,782406
Male;68,213144;173,261387
Male;72,059591;183,031362
Male;66,704980;169,430650
Male;65,099636;165,353075
Male;68,227615;173,298141
Male;70,277590;178,505078
Male;68,992994;175,242205
Male;72,817636;184,956796
Male;70,483288;179,027552
Male;69,265140;175,933455
Male;66,118062;167,939878
Male;60,966723;154,855477
Male;66,082908;167,850587
Male;69,338298;176,119277
Male;70,796345;179,822717
Male;64,841528;164,697482
Male;66,914894;169,963831
Male;71,196587;180,839331
Male;67,660423;171,857475
Male;68,496133;173,980179
Male;67,140186;170,536072
Male;68,031172;172,799178
Male;71,030617;180,417767
Male;65,624921;166,687299
Male;68,679035;174,444749
Male;72,264206;183,551083
Male;69,807275;177,310479
Male;66,398128;168,651246
Male;67,590168;171,679027
Male;71,089096;180,566303
Male;65,819978;167,182743
Male;68,560854;174,144569
Male;69,718642;177,085350
Male;72,055207;183,020226
Male;67,652530;171,837426
Male;69,762879;177,197712
Male;66,916335;169,967492
Male;71,693881;182,102457
Male;69,034065;175,346525
Male;68,639770;174,345015
Male;68,211287;173,256669
Male;67,456272;171,338930
Male;68,164233;173,137151
Male;70,946836;180,204963
Male;70,686247;179,543069
Male;70,967585;180,257667
Male;74,604668;189,495857
Male;64,948546;164,969307
Male;67,392641;171,177308
Male;70,674517;179,513274
Male;71,703577;182,127086
Male;70,678208;179,522648
Male;70,473678;179,003141
Male;68,423586;173,795910
Male;70,418087;178,861942
Male;71,676367;182,057973
Male;67,904422;172,477231
Male;63,006180;160,035698
Male;66,800719;169,673826
Male;66,017592;167,684683
Male;64,909845;164,871007
Male;68,503261;173,998283
Male;70,024714;177,862775
Male;64,548972;163,954389
Male;72,461528;184,052281
Male;69,963912;177,708337
Male;69,319438;176,071371
Male;69,573260;176,716080
Male;69,674368;176,972895
Male;69,229219;175,842217
Male;64,448388;163,698905
Male;67,451209;171,326072
Male;73,494861;186,676947
Male;70,968563;180,260151
Male;74,695523;189,726628
Male;68,188097;173,197766
Male;69,856022;177,434297
Male;67,197511;170,681678
Male;67,841792;172,318153
Male;70,876987;180,027547
Male;71,243112;180,957504
Male;74,462987;189,135986
Male;69,553268;176,665302
Male;70,607026;179,341845
Male;67,945630;172,581900
Male;72,185992;183,352420
Male;68,072653;172,904539
Male;68,640325;174,346426
Male;68,829216;174,826209
Male;68,020188;172,771278
Male;73,631431;187,023834
Male;67,353271;171,077308
Male;73,841884;187,558386
Male;66,358121;168,549627
Male;72,173556;183,320833
Male;71,408518;181,377636
Male;70,668863;179,498912
Male;65,838169;167,228950
Male;71,765799;182,285130
Male;70,868766;180,006667
Male;69,843813;177,403285
Male;70,408749;178,838221
Male;70,825603;179,897031
Male;66,675607;169,356042
Male;65,986968;167,606899
Male;68,527058;174,058727
Male;68,312064;173,512642
Male;68,262850;173,387638
Male;66,475562;168,847927
Male;64,362480;163,480700
Male;68,771336;174,679194
Male;72,433746;183,981715
Male;70,952009;180,218103
Male;72,509426;184,173941
Male;70,381832;178,769854
Male;72,337569;183,737426
Male;72,056645;183,023878
Male;70,037115;177,894272
Male;69,242541;175,876053
Male;64,369453;163,498411
Male;69,494938;176,517142
Male;64,608099;164,104570
Male;71,411475;181,385146
Male;68,753791;174,634628
Male;67,517520;171,494500
Male;69,440338;176,378459
Male;66,534352;168,997255
Male;68,089941;172,948451
Male;68,019078;172,768459
Male;66,174794;168,083976
Male;70,804409;179,843198
Male;68,212508;173,259770
Male;70,693841;179,562356
Male;71,897045;182,618493
Male;71,279462;181,049833
Male;65,099035;165,351550
Male;66,488929;168,881880
Male;72,021975;182,935815
Male;68,363013;173,642052
Male;69,922143;177,602244
Male;73,187759;185,896907
Male;68,644070;174,355939
Male;69,800360;177,292914
Male;65,420708;166,168598
Male;68,786574;174,717898
Male;66,274408;168,336996
Male;72,387569;183,864425
Male;68,039616;172,820625
Male;71,760364;182,271324
Male;70,920145;180,137167
Male;72,695624;184,646885
Male;71,083860;180,553004
Male;70,091344;178,032015
Male;71,613886;181,899271
Male;75,981174;192,992183
Male;71,299656;181,101127
Male;66,916832;169,968754
Male;71,113625;180,628607
Male;70,598381;179,319887
Male;68,508186;174,010793
Male;63,844722;162,165593
Male;68,819430;174,801353
Male;67,097418;170,427442
Male;66,326597;168,469556
Male;70,026059;177,866191
Male;65,641919;166,730473
Male;67,231704;170,768529
Male;71,293931;181,086586
Male;69,460826;176,430499
Male;68,897019;174,998429
Male;69,617764;176,829120
Male;69,137683;175,609716
Male;68,612116;174,274775
Male;64,821156;164,645735
Male;66,944999;170,040297
Male;68,939583;175,106541
Male;64,031688;162,640489
Male;66,933078;170,010019
Male;69,748664;177,161605
Male;71,094273;180,579454
Male;73,049595;185,545972
Male;74,349013;188,846493
Male;70,184877;178,269588
Male;71,526916;181,678366
Male;68,879127;174,952984
Male;67,675856;171,896674
Male;71,701116;182,120836
Male;68,792051;174,731809
Male;66,686993;169,384961
Male;73,058463;185,568496
Male;73,542695;186,798444
Male;71,827777;182,442553
Male;76,472880;194,241115
Male;70,933250;180,170456
Male;72,439501;183,996332
Male;72,099193;183,131950
Male;68,226969;173,296502
Male;67,760095;172,110640
Male;61,764509;156,881854
Male;68,694989;174,485273
Male;71,477745;181,553473
Male;71,652926;181,998431
Male;71,751476;182,248750
Male;72,162367;183,292412
Male;70,448020;178,937971
Male;68,257047;173,372899
Male;66,802782;169,679067
Male;67,452862;171,330269
Male;69,781506;177,245025
Male;67,448224;171,318488
Male;65,692830;166,859788
Male;61,795326;156,960129
Male;73,608365;186,965246
Male;64,181483;163,020967
Male;69,324858;176,085139
Male;70,404724;178,827998
Male;63,055301;160,160466
Male;67,704878;171,970391
Male;77,446620;196,714415
Male;69,674614;176,973520
Male;71,174814;180,784027
Male;67,973350;172,652310
Male;68,961888;175,163195
Male;74,860908;190,146705
Male;65,735774;166,968866
Male;67,445041;171,310403
Male;65,922822;167,443968
Male;67,661593;171,860446
Male;69,685483;177,001127
Male;71,321476;181,156549
Male;71,358211;181,249855
Male;65,282741;165,818161
Male;71,542491;181,717928
Male;67,064124;170,342875
Male;63,901645;162,310178
Male;71,165154;180,759492
Male;68,299556;173,480872
Male;68,792878;174,733909
Male;59,981865;152,353937
Male;68,362013;173,639512
Male;68,258570;173,376767
Male;75,009944;190,525259
Male;68,446192;173,853328
Male;64,985498;165,063166
Male;70,715296;179,616851
Male;74,430501;189,053473
Male;62,273401;158,174440
Male;66,904782;169,938147
Male;70,189999;178,282598
Male;71,077766;180,537526
Male;76,116675;193,336354
Male;71,276702;181,042823
Male;69,342366;176,129611
Male;68,046796;172,838862
Male;69,295932;176,011667
Male;73,491205;186,667661
Male;66,320967;168,455257
Male;71,873252;182,558061
Male;67,306575;170,958700
Male;68,878553;174,951524
Male;70,786695;179,798205
Male;69,984405;177,760389
Male;67,659110;171,854138
Male;69,162470;175,672674
Male;69,213632;175,802627
Male;68,000626;172,721590
Male;66,361636;168,558555
Male;67,671414;171,885390
Male;67,784538;172,172726
Male;66,863040;169,832121
Male;70,866869;180,001848
Male;72,244724;183,501598
Male;67,606059;171,719389
Male;69,698448;177,034058
Male;68,064349;172,883446
Male;63,118254;160,320364
Male;70,505457;179,083860
Male;74,297921;188,716719
Male;66,518589;168,957215
Male;70,465663;178,982785
Male;67,653270;171,839307
Male;68,324379;173,543924
Male;75,533211;191,854357
Male;65,478267;166,314798
Male;71,365896;181,269376
Male;72,175137;183,324848
Male;67,418241;171,242331
Male;63,703264;161,806290
Male;72,089899;183,108344
Male;65,513623;166,404603
Male;64,011173;162,588378
Male;66,659493;169,315112
Male;72,610469;184,430591
Male;67,006480;170,196460
Male;69,667115;176,954473
Male;65,078524;165,299450
Male;69,218205;175,814241
Male;67,247703;170,809165
Male;70,214947;178,345966
Male;67,170359;170,612713
Male;69,437648;176,371626
Male;70,693424;179,561298
Male;65,057181;165,245239
Male;68,371784;173,664331
Male;66,416414;168,697692
Male;71,116177;180,635089
Male;70,433867;178,902023
Male;67,751776;172,089511
Male;68,821980;174,807830
Male;72,664406;184,567590
Male;78,998742;200,656806
Male;67,175972;170,626970
Male;66,735592;169,508403
Male;67,046117;170,297137
Male;74,013006;187,993036
Male;65,194751;165,594669
Male;67,527102;171,518838
Male;67,769294;172,134007
Male;69,360059;176,174551
Male;69,435625;176,366487
Male;64,981086;165,051958
Male;68,037734;172,815843
Male;72,365229;183,807681
Male;70,133606;178,139360
Male;67,995200;172,707809
Male;67,040590;170,283098
Male;73,164080;185,836763
Male;70,575112;179,260783
Male;69,157778;175,660756
Male;73,986690;187,926193
Male;69,446391;176,393832
Male;69,470304;176,454573
Male;71,531802;181,690777
Male;72,284397;183,602368
Male;67,775743;172,150387
Male;67,799800;172,211492
Male;71,035595;180,430412
Male;68,395164;173,723717
Male;68,774986;174,688466
Male;71,234036;180,934451
Male;67,448417;171,318980
Male;66,856717;169,816062
Male;66,183981;168,107311
Male;66,874907;169,862263
Male;68,591021;174,221194
Male;63,978661;162,505800
Male;66,483106;168,867090
Male;65,869371;167,308204
Male;69,212777;175,800454
Male;73,522311;186,746670
Male;65,198863;165,605113
Male;70,336227;178,654017
Male;69,764301;177,201324
Male;70,680396;179,528207
Male;67,918646;172,513360
Male;71,883500;182,584091
Male;71,127361;180,663497
Male;67,077931;170,377945
Male;68,023374;172,779371
Male;67,968133;172,639057
Male;66,877783;169,869570
Male;70,388086;178,785739
Male;73,567046;186,860297
Male;65,806557;167,148655
Male;70,564967;179,235016
Male;68,085921;172,938239
Male;77,465569;196,762546
Male;72,393512;183,879522
Male;65,438043;166,212628
Male;65,908527;167,407660
Male;75,624031;192,085040
Male;69,643408;176,894255
Male;69,729750;177,113566
Male;69,010642;175,287030
Male;69,010219;175,285957
Male;68,698175;174,493365
Male;70,414458;178,852724
Male;67,888843;172,437660
Male;71,522419;181,666944
Male;67,839931;172,313425
Male;70,293387;178,545204
Male;70,827383;179,901552
Male;69,156894;175,658511
Male;74,147857;188,335558
Male;69,394896;176,263036
Male;72,597663;184,398064
Male;69,329603;176,097191
Male;64,259747;163,219758
Male;62,418434;158,542822
Male;66,229096;168,221903
Male;64,237303;163,162749
Male;72,085300;183,096661
Male;70,248360;178,430835
Male;65,828196;167,203617
Male;75,209022;191,030916
Male;73,462805;186,595524
Male;66,628946;169,237523
Male;67,164473;170,597762
Male;67,990212;172,695138
Male;64,124767;162,876908
Male;70,176955;178,249467
Male;69,522567;176,587320
Male;71,608819;181,886401
Male;68,277759;173,425509
Male;74,564601;189,394087
Male;72,633107;184,488091
Male;73,006097;185,435487
Male;71,960548;182,779792
Male;69,284419;175,982424
Male;67,362064;171,099643
Male;67,285446;170,905034
Male;70,094117;178,039057
Male;64,336793;163,415453
Male;69,868883;177,466962
Male;63,992899;162,541964
Male;66,693116;169,400514
Male;72,435161;183,985310
Male;69,676528;176,978382
Male;67,641989;171,810652
Male;68,414865;173,773757
Male;72,089361;183,106978
Male;70,245092;178,422534
Male;71,370013;181,279833
Male;71,103455;180,602776
Male;69,375658;176,214171
Male;70,136947;178,147846
Male;67,281527;170,895078
Male;70,743083;179,687430
Male;66,367540;168,573553
Male;67,225930;170,753862
Male;68,269648;173,404905
Male;68,170495;173,153056
Male;67,672795;171,888899
Male;66,474837;168,846085
Male;76,569274;194,485955
Male;68,963534;175,167378
Male;72,446348;184,013724
Male;68,041461;172,825310
Male;66,717422;169,462251
Male;70,672911;179,509193
Male;71,472998;181,541415
Male;71,582555;181,819689
Male;67,421703;171,251125
Male;69,533596;176,615333
Male;70,764598;179,742080
